Race,Candidate,Vote Type,Locality,Votes
State Senate 27th District (Vote For 1),Rep - Pasquale CAPOZZOLI,Total Votes,West Orange Mail-In,129
State Senate 27th District (Vote For 1),Rep - Pasquale CAPOZZOLI,Election,Caldwell Provisional,4
State Senate 27th District (Vote For 1),Rep - Pasquale CAPOZZOLI,Total Votes,Caldwell Provisional,4
State Senate 27th District (Vote For 1),Rep - Pasquale CAPOZZOLI,Election,Essex Fells Provisional,3
State Senate 27th District (Vote For 1),Rep - Pasquale CAPOZZOLI,Total Votes,Essex Fells Provisional,3
State Senate 27th District (Vote For 1),Rep - Pasquale CAPOZZOLI,Election,Livingston Provisional,9
State Senate 27th District (Vote For 1),Rep - Pasquale CAPOZZOLI,Total Votes,Livingston Provisional,9
State Senate 27th District (Vote For 1),Rep - Pasquale CAPOZZOLI,Election,Maplewood Provisional,2
State Senate 27th District (Vote For 1),Rep - Pasquale CAPOZZOLI,Total Votes,Maplewood Provisional,2
State Senate 27th District (Vote For 1),Rep - Pasquale CAPOZZOLI,Election,Millburn Provisional,7
State Senate 27th District (Vote For 1),Rep - Pasquale CAPOZZOLI,Total Votes,Millburn Provisional,7
State Senate 27th District (Vote For 1),Rep - Pasquale CAPOZZOLI,Election,Roseland Provisional,3
State Senate 27th District (Vote For 1),Rep - Pasquale CAPOZZOLI,Total Votes,Roseland Provisional,3
State Senate 27th District (Vote For 1),Rep - Pasquale CAPOZZOLI,Election,South Orange Provisional,10
State Senate 27th District (Vote For 1),Rep - Pasquale CAPOZZOLI,Total Votes,South Orange Provisional,10
State Senate 27th District (Vote For 1),Rep - Pasquale CAPOZZOLI,Election,West Orange Provisional,10
State Senate 27th District (Vote For 1),Rep - Pasquale CAPOZZOLI,Total Votes,West Orange Provisional,10
State Senate 27th District (Vote For 1),Rep - Pasquale CAPOZZOLI,Election,Total:,8618
State Senate 27th District (Vote For 1),Rep - Pasquale CAPOZZOLI,Total Votes,Total:,8618
State Senate 27th District (Vote For 1),Write-In,Election,Caldwell 1,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Caldwell 1,0
State Senate 27th District (Vote For 1),Write-In,Election,Caldwell 2,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Caldwell 2,0
State Senate 27th District (Vote For 1),Write-In,Election,Caldwell 3,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Caldwell 3,0
State Senate 27th District (Vote For 1),Write-In,Election,Caldwell 4,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Caldwell 4,0
State Senate 27th District (Vote For 1),Write-In,Election,Caldwell 5,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Caldwell 5,0
State Senate 27th District (Vote For 1),Write-In,Election,Caldwell 6,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Caldwell 6,0
State Senate 27th District (Vote For 1),Write-In,Election,Caldwell 7,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,Caldwell 7,1
State Senate 27th District (Vote For 1),Write-In,Election,Essex Fells 1,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Essex Fells 1,0
State Senate 27th District (Vote For 1),Write-In,Election,Essex Fells 2,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Essex Fells 2,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 1,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 1,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 2,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 2,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 3,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 3,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 4,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 4,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 5,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 5,1
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 6,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 6,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 7,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 7,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 8,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 8,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 9,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 9,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 10,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 10,1
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 11,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 11,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 12,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 12,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 13,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 13,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 14,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 14,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 15,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 15,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 16,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 16,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 17,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 17,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 18,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 18,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 19,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 19,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 20,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 20,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 21,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 21,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 22,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 22,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 23,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 23,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 24,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 24,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 25,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 25,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston 26,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston 26,0
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood 1,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood 1,0
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood 2,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood 2,0
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood 3,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood 3,0
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood 4,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood 4,0
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood 5,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood 5,0
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood 6,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood 6,1
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood 7,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood 7,0
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood 8,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood 8,0
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood 9,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood 9,0
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood 10,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood 10,0
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood 11,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood 11,0
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood 12,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood 12,1
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood 13,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood 13,1
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood 14,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood 14,0
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood 15,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood 15,0
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood 16,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood 16,0
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood 17,2
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood 17,2
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood 19,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood 19,0
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood 20,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood 20,1
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood 21,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood 21,1
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood 22,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood 22,0
State Senate 27th District (Vote For 1),Write-In,Election,Millburn 1,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Millburn 1,0
State Senate 27th District (Vote For 1),Write-In,Election,Millburn 2,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Millburn 2,0
State Senate 27th District (Vote For 1),Write-In,Election,Millburn 3,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Millburn 3,0
State Senate 27th District (Vote For 1),Write-In,Election,Millburn 4,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Millburn 4,0
State Senate 27th District (Vote For 1),Write-In,Election,Millburn 5,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Millburn 5,0
State Senate 27th District (Vote For 1),Write-In,Election,Millburn 6,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Millburn 6,0
State Senate 27th District (Vote For 1),Write-In,Election,Millburn 7,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Millburn 7,0
State Senate 27th District (Vote For 1),Write-In,Election,Millburn 8,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Millburn 8,0
State Senate 27th District (Vote For 1),Write-In,Election,Millburn 9,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Millburn 9,0
State Senate 27th District (Vote For 1),Write-In,Election,Millburn 10,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Millburn 10,0
State Senate 27th District (Vote For 1),Write-In,Election,Millburn 11,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Millburn 11,0
State Senate 27th District (Vote For 1),Write-In,Election,Millburn 12,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Millburn 12,0
State Senate 27th District (Vote For 1),Write-In,Election,Millburn 13,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Millburn 13,0
State Senate 27th District (Vote For 1),Write-In,Election,Millburn 14,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Millburn 14,0
State Senate 27th District (Vote For 1),Write-In,Election,Millburn 15,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Millburn 15,0
State Senate 27th District (Vote For 1),Write-In,Election,Millburn 16,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Millburn 16,0
State Senate 27th District (Vote For 1),Write-In,Election,Roseland 1,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Roseland 1,0
State Senate 27th District (Vote For 1),Write-In,Election,Roseland 2,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Roseland 2,0
State Senate 27th District (Vote For 1),Write-In,Election,Roseland 3,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Roseland 3,0
State Senate 27th District (Vote For 1),Write-In,Election,Roseland 4,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Roseland 4,0
State Senate 27th District (Vote For 1),Write-In,Election,Roseland 5,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Roseland 5,0
State Senate 27th District (Vote For 1),Write-In,Election,Roseland 6,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Roseland 6,0
State Senate 27th District (Vote For 1),Write-In,Election,South Orange 1,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,South Orange 1,0
State Senate 27th District (Vote For 1),Write-In,Election,South Orange 2,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,South Orange 2,0
State Senate 27th District (Vote For 1),Write-In,Election,South Orange 3,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,South Orange 3,0
State Senate 27th District (Vote For 1),Write-In,Election,South Orange 4,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,South Orange 4,0
State Senate 27th District (Vote For 1),Write-In,Election,South Orange 6,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,South Orange 6,0
State Senate 27th District (Vote For 1),Write-In,Election,South Orange 7,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,South Orange 7,0
State Senate 27th District (Vote For 1),Write-In,Election,South Orange 8,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,South Orange 8,0
State Senate 27th District (Vote For 1),Write-In,Election,South Orange 9,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,South Orange 9,0
State Senate 27th District (Vote For 1),Write-In,Election,South Orange 10,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,South Orange 10,0
State Senate 27th District (Vote For 1),Write-In,Election,South Orange 11,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,South Orange 11,1
State Senate 27th District (Vote For 1),Write-In,Election,South Orange 12,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,South Orange 12,0
State Senate 27th District (Vote For 1),Write-In,Election,South Orange 13,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,South Orange 13,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 1-1,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 1-1,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 1-2,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 1-2,1
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 1-3,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 1-3,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 1-4,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 1-4,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 1-6,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 1-6,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 1-7,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 1-7,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 1-8,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 1-8,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 1-9,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 1-9,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 2-1,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 2-1,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 2-2,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 2-2,1
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 2-3,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 2-3,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 2-4,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 2-4,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 2-5,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 2-5,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 3-1,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 3-1,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 3-2,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 3-2,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 3-3,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 3-3,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-1,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-1,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-2,2
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-2,2
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-3,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-3,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-4,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-4,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-5,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-5,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-6,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-6,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-7,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-7,1
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-8,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-8,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-9,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-9,1
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-10,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-10,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-11,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-11,1
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-12,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-12,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-13,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-13,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-14,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-14,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-15,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-15,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 4-16,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 4-16,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 5-1,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 5-1,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 5-2,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 5-2,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 5-3,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 5-3,1
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 5-4,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 5-4,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange 5-5,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange 5-5,0
State Senate 27th District (Vote For 1),Write-In,Election,Caldwell Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Caldwell Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Election,Essex Fells Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Essex Fells Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Election,Millburn Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Millburn Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Election,Roseland Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Roseland Mail-In,0
State Senate 27th District (Vote For 1),Write-In,Election,South Orange Mail-In,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,South Orange Mail-In,1
State Senate 27th District (Vote For 1),Write-In,Election,West Orange Mail-In,1
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange Mail-In,1
State Senate 27th District (Vote For 1),Write-In,Election,Caldwell Provisional,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Caldwell Provisional,0
State Senate 27th District (Vote For 1),Write-In,Election,Essex Fells Provisional,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Essex Fells Provisional,0
State Senate 27th District (Vote For 1),Write-In,Election,Livingston Provisional,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Livingston Provisional,0
State Senate 27th District (Vote For 1),Write-In,Election,Maplewood Provisional,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Maplewood Provisional,0
State Senate 27th District (Vote For 1),Write-In,Election,Millburn Provisional,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Millburn Provisional,0
State Senate 27th District (Vote For 1),Write-In,Election,Roseland Provisional,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,Roseland Provisional,0
State Senate 27th District (Vote For 1),Write-In,Election,South Orange Provisional,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,South Orange Provisional,0
State Senate 27th District (Vote For 1),Write-In,Election,West Orange Provisional,0
State Senate 27th District (Vote For 1),Write-In,Total Votes,West Orange Provisional,0
State Senate 27th District (Vote For 1),Write-In,Election,Total:,21
State Senate 27th District (Vote For 1),Write-In,Total Votes,Total:,21
